"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-01","1996","01","01","","-30.1","","-36.0","","-33.1","","51.1","","0.0","","0.0","","0.0","T","0.0","T","32","E","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-02","1996","01","02","","-22.4","","-33.8","","-28.1","","46.1","","0.0","","0.0","","0.0","T","0.0","T","32","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-03","1996","01","03","","-16.1","","-30.2","","-23.2","","41.2","","0.0","","0.0","","0.4","","0.0","T","32","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-04","1996","01","04","","-16.0","","-20.2","","-18.1","","36.1","","0.0","","0.0","","0.0","T","0.0","T","32","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-05","1996","01","05","","-17.8","","-30.6","","-24.2","","42.2","","0.0","","0.0","","0.2","","0.2","","32","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-06","1996","01","06","","-27.5","","-32.3","","-29.9","","47.9","","0.0","","0.0","","0.0","T","0.0","T","32","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-07","1996","01","07","","-26.0","","-33.6","","-29.8","","47.8","","0.0","","0.0","","1.2","","1.2","","32","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-08","1996","01","08","","-25.7","","-32.9","","-29.3","","47.3","","0.0","","0.0","","1.0","","1.0","","33","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-09","1996","01","09","","-35.1","","-37.5","","-36.3","","54.3","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-10","1996","01","10","","-35.4","","-37.6","","-36.5","","54.5","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-11","1996","01","11","","-36.6","","-39.6","","-38.1","","56.1","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-12","1996","01","12","","-31.8","","-38.3","","-35.1","","53.1","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-13","1996","01","13","","-31.6","","-43.7","","-37.7","","55.7","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-14","1996","01","14","","-43.2","","-46.9","","-45.1","","63.1","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-15","1996","01","15","","-39.2","","-48.1","","-43.7","","61.7","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-16","1996","01","16","","-25.8","","-44.3","","-35.1","","53.1","","0.0","","0.0","","1.4","","1.4","","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-17","1996","01","17","","-25.8","","-28.8","","-27.3","","45.3","","0.0","","0.0","","0.0","T","0.0","T","35","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-18","1996","01","18","","-22.3","","-31.2","","-26.8","","44.8","","0.0","","0.0","","0.4","","0.4","","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-19","1996","01","19","","-21.6","","-31.7","","-26.7","","44.7","","0.0","","0.0","","0.2","","0.2","","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-20","1996","01","20","","-31.1","","-37.2","","-34.2","","52.2","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-21","1996","01","21","","-32.1","","-38.3","","-35.2","","53.2","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-22","1996","01","22","","-31.7","","-40.0","","-35.9","","53.9","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-23","1996","01","23","","-32.3","","-40.8","","-36.6","","54.6","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-24","1996","01","24","","-30.7","","-42.3","","-36.5","","54.5","","0.0","","0.0","","0.0","T","0.0","T","33","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-25","1996","01","25","","-27.7","","-40.7","","-34.2","","52.2","","0.0","","0.0","","1.0","","1.0","","33","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-26","1996","01","26","","-30.5","","-36.4","","-33.5","","51.5","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-27","1996","01","27","","-37.1","","-41.0","","-39.1","","57.1","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-28","1996","01","28","","-36.1","","-39.9","","-38.0","","56.0","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-29","1996","01","29","","-36.3","","-44.9","","-40.6","","58.6","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-30","1996","01","30","","-40.5","","-45.5","","-43.0","","61.0","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","1996-01-31","1996","01","31","","-39.3","","-45.3","","-42.3","","60.3","","0.0","","0.0","","0.0","T","0.0","T","34","","","","",""
