"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-01","2011","01","01","","-32.3","","-37.1","","-34.7","","52.7","","0.0","","0.0","","0.0","","0.0","","34","","33","E","32","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-02","2011","01","02","","-33.7","","-37.7","","-35.7","","53.7","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-03","2011","01","03","","-31.0","","-37.0","","-34.0","","52.0","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-04","2011","01","04","","-23.8","","-32.2","","-28.0","","46.0","","0.0","","0.0","","0.2","","0.2","","34","","2","E","35","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-05","2011","01","05","","-21.5","","-28.0","","-24.8","","42.8","","0.0","","0.0","","0.4","","0.4","","34","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-06","2011","01","06","","-19.9","","-29.1","","-24.5","","42.5","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-07","2011","01","07","","-27.3","","-33.3","","-30.3","","48.3","","0.0","","0.0","","0.0","T","0.0","T","36","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-08","2011","01","08","","-20.1","","-33.3","","-26.7","","44.7","","0.0","","0.0","","0.4","","0.4","","36","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-09","2011","01","09","","-20.1","","-27.6","","-23.9","","41.9","","0.0","","0.0","","0.0","T","0.0","T","36","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-10","2011","01","10","","-19.6","","-26.2","","-22.9","","40.9","","0.0","","0.0","","0.2","","0.2","","36","","26","E","33","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-11","2011","01","11","","-21.7","","-28.5","","-25.1","","43.1","","0.0","","0.0","","1.2","","1.2","","36","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-12","2011","01","12","","-26.3","","-33.1","","-29.7","","47.7","","0.0","","0.0","","0.6","","0.6","","37","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2011-01-13","2011","01","13","","-31.4","","-35.5","","-33.5","","51.5","","0.0","","0.0","","0.0","T","0.0","T","37","","","","<31",""
