"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-01","2020","01","01","","-24.7","","-31.6","","-28.2","","46.2","","0.0","","0.0","","0.0","T","0.0","T","20","","","M","","M"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-02","2020","01","02","","-21.8","","-37.0","","-29.4","","47.4","","0.0","","0.0","","0.0","T","0.0","T","16","","3","","59",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-03","2020","01","03","","-37.0","","-40.0","","-38.5","","56.5","","0.0","","0.0","","0.0","T","0.0","T","16","","3","","35",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-04","2020","01","04","","-37.4","","-41.0","","-39.2","","57.2","","0.0","","0.0","","0.0","T","0.0","T","16","","","M","","M"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-05","2020","01","05","","-33.3","","-39.3","","-36.3","","54.3","","0.0","","0.0","","0.0","T","0.0","T","16","","31","","37",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-06","2020","01","06","","-26.1","","-34.7","","-30.4","","48.4","","0.0","","0.0","","0.0","T","0.0","T","16","","31","","46",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-07","2020","01","07","","-26.0","","-31.6","","-28.8","","46.8","","0.0","","0.0","","0.0","T","0.0","T","16","","30","","48",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-08","2020","01","08","","-26.6","","-34.8","","-30.7","","48.7","","0.0","","0.0","","0.0","T","0.0","T","16","","29","","35",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-09","2020","01","09","","-32.2","","-35.5","","-33.9","","51.9","","0.0","","0.0","","0.0","T","0.0","T","16","","29","","42",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-10","2020","01","10","","-31.5","","-35.9","","-33.7","","51.7","","0.0","","0.0","","0.0","T","0.0","T","14","","27","","33",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-11","2020","01","11","","-27.1","","-31.5","","-29.3","","47.3","","0.0","","0.0","","0.0","T","0.0","T","14","","26","","52",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-12","2020","01","12","","-25.5","","-30.6","","-28.1","","46.1","","0.0","","0.0","","0.0","T","0.0","T","14","","32","","59",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-13","2020","01","13","","-27.0","","-30.0","","-28.5","","46.5","","0.0","","0.0","","0.0","","0.0","","14","","31","","45",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-14","2020","01","14","","-25.1","","-30.5","","-27.8","","45.8","","0.0","","0.0","","0.0","","0.0","","14","","29","","45",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-15","2020","01","15","","-16.4","","-28.2","","-22.3","","40.3","","0.0","","","M","","M","","M","14","","28","","50",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-16","2020","01","16","","-16.0","","-30.3","","-23.2","","41.2","","0.0","","","M","","M","","M","16","","28","","63",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-17","2020","01","17","","-18.2","","-32.2","","-25.2","","43.2","","0.0","","","M","","M","","M","16","","27","","63",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-18","2020","01","18","","-15.6","","-20.2","","-17.9","","35.9","","0.0","","","M","","M","","M","16","","26","","80",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-19","2020","01","19","","-16.3","","-25.4","","-20.9","","38.9","","0.0","","0.0","","0.0","T","0.0","T","16","","31","","48",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-20","2020","01","20","","-25.0","","-35.0","","-30.0","","48.0","","0.0","","0.0","","0.0","T","0.0","T","16","","","M","","M"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2020-01-21","2020","01","21","","-32.6","","-38.1","","-35.4","","53.4","","0.0","","0.0","","0.0","T","0.0","T","16","","","M","","M"
