"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-01","2005","01","01","","-28.5","","-34.1","","-31.3","","49.3","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-02","2005","01","02","","-31.3","","-33.7","","-32.5","","50.5","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-03","2005","01","03","","-30.5","","-33.5","","-32.0","","50.0","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-04","2005","01","04","","-17.9","","-33.8","","-25.9","","43.9","","0.0","","0.0","","1.2","","1.0","","24","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-05","2005","01","05","","-15.2","","-20.3","","-17.8","","35.8","","0.0","","0.0","","0.8","","0.8","","25","","31","E","48","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-06","2005","01","06","","-18.1","","-27.2","","-22.7","","40.7","","0.0","","0.0","","0.2","","0.2","","25","","32","E","39","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-07","2005","01","07","","-21.0","","-29.9","","-25.5","","43.5","","0.0","","0.0","","0.0","T","0.0","T","25","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-08","2005","01","08","","-21.0","","-28.3","","-24.7","","42.7","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-09","2005","01","09","","-22.1","","-28.2","","-25.2","","43.2","","0.0","","0.0","","0.4","","0.4","","24","","32","E","50","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-10","2005","01","10","","-24.9","","-33.3","","-29.1","","47.1","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-11","2005","01","11","","-31.9","","-40.6","","-36.3","","54.3","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-12","2005","01","12","","-34.0","","-42.4","","-38.2","","56.2","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-13","2005","01","13","","-32.8","","-40.6","","-36.7","","54.7","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-14","2005","01","14","","-38.5","","-43.9","","-41.2","","59.2","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-15","2005","01","15","","-27.9","","-43.7","","-35.8","","53.8","","0.0","","0.0","","0.4","","0.4","","26","","31","E","46","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-16","2005","01","16","","-28.2","","-30.0","","-29.1","","47.1","","0.0","","0.0","","0.0","T","0.0","T","26","","32","E","54","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-17","2005","01","17","","-28.4","","-31.0","","-29.7","","47.7","","0.0","","0.0","","0.0","T","0.0","T","26","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-18","2005","01","18","","-26.5","","-30.7","","-28.6","","46.6","","0.0","","0.0","","0.2","","0.2","","26","","31","E","43","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-19","2005","01","19","","-27.2","","-34.1","","-30.7","","48.7","","0.0","","0.0","","0.0","T","0.0","T","26","","32","E","41","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-20","2005","01","20","","-25.6","","-33.6","","-29.6","","47.6","","0.0","","0.0","","0.0","T","0.0","T","26","","27","E","37","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2005-01-21","2005","01","21","","-21.8","","-29.9","","-25.9","","43.9","","0.0","","0.0","","0.0","T","0.0","T","26","","","","<31",""
