"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2014-01-01","2014","01","01","","-29.2","","-33.3","","-31.3","","49.3","","0.0","","0.0","","0.0","T","0.0","T","11","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2014-01-02","2014","01","02","","-29.9","","-33.6","","-31.8","","49.8","","0.0","","0.0","","0.2","","0.2","","11","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2014-01-03","2014","01","03","","-31.1","","-33.3","","-32.2","","50.2","","0.0","","0.0","","0.0","T","0.0","T","11","","4","E","46","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2014-01-04","2014","01","04","","-33.2","","-37.2","","-35.2","","53.2","","0.0","","0.0","","0.0","","0.0","","15","","2","","41",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2014-01-05","2014","01","05","","-30.5","","-36.5","","-33.5","","51.5","","0.0","","0.0","","0.0","T","0.0","T","15","","27","E","35","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2014-01-06","2014","01","06","","-29.5","","-33.7","","-31.6","","49.6","","0.0","","0.0","","0.0","T","0.0","T","15","","31","E","32","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2014-01-07","2014","01","07","","-29.0","","-32.5","","-30.8","","48.8","","0.0","","0.0","","0.0","T","0.0","T","15","","32","E","32","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2014-01-08","2014","01","08","","-28.2","","-32.3","","-30.3","","48.3","","0.0","","0.0","","0.4","","0.4","","15","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2014-01-09","2014","01","09","","-26.6","","-33.8","","-30.2","","48.2","","0.0","","0.0","","0.2","","0.2","","15","","4","E","33","E"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2014-01-10","2014","01","10","","-27.2","","-38.8","","-33.0","","51.0","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
