"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-01","2016","01","01","","-22.3","","-26.9","","-24.6","","42.6","","0.0","","0.0","","0.0","T","0.0","T","22","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-02","2016","01","02","","-21.0","","-28.6","","-24.8","","42.8","","0.0","","0.0","","0.0","T","0.0","T","23","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-03","2016","01","03","","-12.9","","-22.8","","-17.9","","35.9","","0.0","","0.0","","0.6","","0.6","","23","","13","","67",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-04","2016","01","04","","-13.8","","-27.0","","-20.4","","38.4","","0.0","","0.0","","0.2","","0.2","","24","","3","","63",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-05","2016","01","05","","-23.5","","-30.4","","-27.0","","45.0","","0.0","","0.0","","0.0","","0.0","","24","","1","","41",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-06","2016","01","06","","-21.4","","-29.5","","-25.5","","43.5","","0.0","","0.0","","0.0","T","0.0","T","24","","33","","44",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-07","2016","01","07","","-25.7","","-29.9","","-27.8","","45.8","","0.0","","0.0","","0.0","T","0.0","T","24","","30","","41",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-08","2016","01","08","","-27.0","","-31.4","","-29.2","","47.2","","0.0","","0.0","","0.0","T","0.0","T","24","","30","","39",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-09","2016","01","09","","-21.6","","-32.2","","-26.9","","44.9","","0.0","","0.0","","0.0","T","0.0","T","17","","","","<31",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-10","2016","01","10","","-21.5","","-27.1","","-24.3","","42.3","","0.0","","0.0","","0.0","T","0.0","T","17","","13","","32",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-11","2016","01","11","","-24.4","","-30.0","","-27.2","","45.2","","0.0","","0.0","","0.0","T","0.0","T","17","","33","","46",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-12","2016","01","12","","-24.4","","-26.5","","-25.5","","43.5","","0.0","","0.0","","0.0","T","0.0","T","17","","33","","46",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-13","2016","01","13","","-21.0","","-31.3","","-26.2","","44.2","","0.0","","0.0","","0.0","T","0.0","T","17","","2","","37",""
"-105.14","69.11","CAMBRIDGE BAY A","2400601","2016-01-14","2016","01","14","","-14.1","","-27.1","","-20.6","","38.6","","0.0","","0.0","","0.0","T","0.0","T","17","","4","","44",""
