"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-01","2000","01","01","","-20.1","","-30.2","","-25.2","","43.2","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-02","2000","01","02","","-17.1","","-25.7","","-21.4","","39.4","","0.0","","0.0","","0.0","T","0.0","T","17","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-03","2000","01","03","","-17.2","","-32.3","","-24.8","","42.8","","0.0","","0.0","","0.0","T","0.0","T","20","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-04","2000","01","04","","-18.1","","-32.0","","-25.1","","43.1","","0.0","","0.0","","1.2","","1.2","","20","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-05","2000","01","05","","-18.1","","-35.7","","-26.9","","44.9","","0.0","","0.0","","0.0","T","0.0","T","20","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-06","2000","01","06","","-24.7","","-35.7","","-30.2","","48.2","","0.0","","0.0","","0.0","T","0.0","T","20","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-07","2000","01","07","","-22.1","","-28.3","","-25.2","","43.2","","0.0","","0.0","","0.0","T","0.0","T","20","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-08","2000","01","08","","-22.8","","-36.7","","-29.8","","47.8","","0.0","","0.0","","0.2","","0.2","","20","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-09","2000","01","09","","-34.7","","-38.4","","-36.6","","54.6","","0.0","","0.0","","0.0","T","0.0","T","18","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-10","2000","01","10","","-27.1","","-35.9","","-31.5","","49.5","","0.0","","0.0","","0.0","T","0.0","T","18","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-11","2000","01","11","","-25.8","","-31.0","","-28.4","","46.4","","0.0","","0.0","","0.0","T","0.0","T","18","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-12","2000","01","12","","-29.2","","-36.3","","-32.8","","50.8","","0.0","","0.0","","0.0","T","0.0","T","18","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-13","2000","01","13","","-28.3","","-33.5","","-30.9","","48.9","","0.0","","0.0","","0.0","T","0.0","T","18","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-14","2000","01","14","","-28.3","","-37.7","","-33.0","","51.0","","0.0","","0.0","","0.0","T","0.0","T","18","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-15","2000","01","15","","-24.5","","-36.5","","-30.5","","48.5","","0.0","","0.0","","0.0","T","0.0","T","18","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-16","2000","01","16","","-23.9","","-31.2","","-27.6","","45.6","","0.0","","0.0","","0.0","T","0.0","T","18","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-17","2000","01","17","","-29.7","","-35.0","","-32.4","","50.4","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-18","2000","01","18","","-33.5","","-36.9","","-35.2","","53.2","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-19","2000","01","19","","-35.5","","-40.3","","-37.9","","55.9","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-20","2000","01","20","","-36.2","","-40.5","","-38.4","","56.4","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-21","2000","01","21","","-33.9","","-40.2","","-37.1","","55.1","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-22","2000","01","22","","-32.1","","-40.4","","-36.3","","54.3","","0.0","","0.0","","0.2","","0.2","","19","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-23","2000","01","23","","-30.4","","-37.8","","-34.1","","52.1","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-24","2000","01","24","","-37.7","","-42.9","","-40.3","","58.3","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-25","2000","01","25","","-27.7","","-42.7","","-35.2","","53.2","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-26","2000","01","26","","-17.7","","-27.7","","-22.7","","40.7","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-27","2000","01","27","","-17.8","","-28.9","","-23.4","","41.4","","0.0","","0.0","","0.2","","0.2","","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-28","2000","01","28","","-23.8","","-30.7","","-27.3","","45.3","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-29","2000","01","29","","-25.5","","-29.5","","-27.5","","45.5","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-30","2000","01","30","","-24.9","","-31.1","","-28.0","","46.0","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-01-31","2000","01","31","","-19.9","","-32.0","","-26.0","","44.0","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-01","2000","02","01","","-13.5","","-20.2","","-16.9","","34.9","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-02","2000","02","02","","-14.3","","-26.2","","-20.3","","38.3","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-03","2000","02","03","","-25.1","","-29.5","","-27.3","","45.3","","0.0","","0.0","","0.4","","0.4","","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-04","2000","02","04","","-25.1","","-33.1","","-29.1","","47.1","","0.0","","0.0","","0.8","","0.6","","22","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-05","2000","02","05","","-28.3","","-37.0","","-32.7","","50.7","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-06","2000","02","06","","-20.9","","-35.9","","-28.4","","46.4","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-07","2000","02","07","","-23.8","","-35.6","","-29.7","","47.7","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-08","2000","02","08","","-29.9","","-34.4","","-32.2","","50.2","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-09","2000","02","09","","-25.8","","-31.9","","-28.9","","46.9","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-10","2000","02","10","","-22.7","","-31.6","","-27.2","","45.2","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-11","2000","02","11","","-30.9","","-36.1","","-33.5","","51.5","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-12","2000","02","12","","-26.2","","-33.3","","-29.8","","47.8","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-13","2000","02","13","","-24.8","","-35.8","","-30.3","","48.3","","0.0","","0.0","","0.8","","0.8","","22","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-14","2000","02","14","","-29.3","","-37.3","","-33.3","","51.3","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-15","2000","02","15","","-33.0","","-38.0","","-35.5","","53.5","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-16","2000","02","16","","-32.6","","-40.0","","-36.3","","54.3","","0.0","","0.0","","0.2","","0.2","","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-17","2000","02","17","","-38.0","","-41.9","","-40.0","","58.0","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-18","2000","02","18","","-37.5","","-41.8","","-39.7","","57.7","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"-105.14","69.11","CAMBRIDGE BAY A","2400600","2000-02-19","2000","02","19","","-33.5","","-40.6","","-37.1","","55.1","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
