"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-01","2017","01","01","","-14.0","","-28.1","","-21.1","","39.1","","0.0","","0.0","","1.0","","0.2","","22","","32","","46",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-02","2017","01","02","","-6.5","","-25.3","","-15.9","","33.9","","0.0","","0.2","","1.0","","0.4","","22","","35","","52",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-03","2017","01","03","","-4.3","","-18.2","","-11.3","","29.3","","0.0","","0.0","","0.4","","0.0","T","22","","23","","44",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-04","2017","01","04","","-4.2","","-20.2","","-12.2","","30.2","","0.0","","0.0","","0.6","","0.2","","22","","30","","56",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-05","2017","01","05","","-8.6","","-19.9","","-14.3","","32.3","","0.0","","0.0","","2.2","","0.8","","18","","26","","65",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-06","2017","01","06","","-10.6","","-23.2","","-16.9","","34.9","","0.0","","0.0","","4.8","","1.2","","21","","33","","82",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-07","2017","01","07","","-18.7","","-27.5","","-23.1","","41.1","","0.0","","0.2","","0.2","","0.2","","21","","22","","59",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-08","2017","01","08","","-11.9","","-26.4","","-19.2","","37.2","","0.0","","0.0","","4.4","","1.6","","22","","34","","74",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-09","2017","01","09","","-26.5","","-37.8","","-32.2","","50.2","","0.0","","0.0","","0.0","","0.0","","25","","35","","57",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-10","2017","01","10","","-17.8","","-30.0","","-23.9","","41.9","","0.0","","0.0","","0.6","","0.0","T","25","","34","","70",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-11","2017","01","11","","-30.0","","-38.7","","-34.4","","52.4","","0.0","","0.0","","0.0","T","0.0","T","25","","35","","70",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-12","2017","01","12","","-22.9","","-34.9","","-28.9","","46.9","","0.0","","0.0","","0.6","","0.0","T","25","","21","","43",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-13","2017","01","13","","-19.9","","-24.3","","-22.1","","40.1","","0.0","","0.0","","0.2","","0.0","T","25","","25","","41",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-14","2017","01","14","","-24.2","","-32.8","","-28.5","","46.5","","0.0","","0.0","T","0.0","","0.0","T","25","","","","<31",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-15","2017","01","15","","-17.5","","-31.9","","-24.7","","42.7","","0.0","","0.0","","4.6","","1.2","","25","","12","","39",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-16","2017","01","16","","-19.6","","-28.4","","-24.0","","42.0","","0.0","","0.0","","3.0","","1.2","","28","","26","","35",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-17","2017","01","17","","-24.3","","-28.7","","-26.5","","44.5","","0.0","","0.0","","5.4","","3.2","","31","","8","","33",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-18","2017","01","18","","-24.6","","-35.2","","-29.9","","47.9","","0.0","","0.0","","0.0","T","0.0","T","35","","25","","33",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-19","2017","01","19","","-18.7","","-30.5","","-24.6","","42.6","","0.0","","0.0","","0.4","","0.2","","35","","10","","57",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-20","2017","01","20","","-15.0","","-20.6","","-17.8","","35.8","","0.0","","0.0","","3.8","","1.8","","35","","34","","61",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-21","2017","01","21","","-20.6","","-30.4","","-25.5","","43.5","","0.0","","0.0","","3.8","","2.0","","37","","34","","65",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-22","2017","01","22","","-17.1","","-28.9","","-23.0","","41.0","","0.0","","0.0","","0.0","T","0.0","T","38","","20","","61",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-23","2017","01","23","","-18.1","","-22.2","","-20.2","","38.2","","0.0","","0.0","","0.0","T","0.0","T","36","","19","","74",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-24","2017","01","24","","-16.4","","-18.5","","-17.5","","35.5","","0.0","","0.0","","1.2","","0.2","","36","","","","<31",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-25","2017","01","25","","-17.0","","-23.0","","-20.0","","38.0","","0.0","","0.0","","0.4","","0.0","T","38","","","","<31",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-26","2017","01","26","","-15.9","","-21.7","","-18.8","","36.8","","0.0","","0.0","","0.0","T","0.0","T","38","","","","<31",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-27","2017","01","27","","-16.6","","-22.3","","-19.5","","37.5","","0.0","","0.0","","0.2","","0.0","T","36","","10","","33",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-28","2017","01","28","","-9.3","","-26.5","","-17.9","","35.9","","0.0","","0.0","","2.4","","0.4","","36","","12","","35",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-29","2017","01","29","","-12.3","","-26.4","","-19.4","","37.4","","0.0","","0.0","","2.2","","0.2","","38","","4","","33",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-30","2017","01","30","","-26.4","","-36.0","","-31.2","","49.2","","0.0","","0.0","","0.0","T","0.0","T","40","","","","<31",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-01-31","2017","01","31","","-25.8","","-34.2","","-30.0","","48.0","","0.0","","0.0","","0.0","T","0.0","T","39","","24","","44",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-02-01","2017","02","01","","-12.7","","-27.0","","-19.9","","37.9","","0.0","","0.0","","0.0","T","0.0","T","39","","26","","50",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-02-02","2017","02","02","","-11.3","","-23.9","","-17.6","","35.6","","0.0","","0.0","","0.0","T","0.0","T","38","","30","","56",""
"-115.14","67.82","KUGLUKTUK A","2300903","2017-02-03","2017","02","03","","-17.8","","-24.4","","-21.1","","39.1","","0.0","","0.0","","3.0","","1.2","","39","","33","","48",""
