"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.12","67.83","COPPERMINE","2300900","1964-01-01","1964","01","01","","-21.1","","-26.7","","-23.9","","41.9","","0.0","","0.0","","0.8","","0.8","","25","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-02","1964","01","02","","-20.6","","-36.1","","-28.4","","46.4","","0.0","","0.0","","0.0","T","0.0","T","25","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-03","1964","01","03","","-28.3","","-38.9","","-33.6","","51.6","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-04","1964","01","04","","-21.7","","-30.6","","-26.2","","44.2","","0.0","","0.0","","0.0","T","0.0","T","25","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-05","1964","01","05","","-19.4","","-24.4","","-21.9","","39.9","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-06","1964","01","06","","-21.7","","-33.3","","-27.5","","45.5","","0.0","","0.0","","0.3","","0.3","","25","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-07","1964","01","07","","-24.4","","-33.9","","-29.2","","47.2","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-08","1964","01","08","","-23.9","","-29.4","","-26.7","","44.7","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-09","1964","01","09","","-17.2","","-26.1","","-21.7","","39.7","","0.0","","0.0","","2.5","","2.8","","25","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-10","1964","01","10","","-21.1","","-27.8","","-24.5","","42.5","","0.0","","0.0","","0.3","","0.3","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-11","1964","01","11","","-21.1","","-35.0","","-28.1","","46.1","","0.0","","0.0","","1.0","","1.5","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-12","1964","01","12","","-34.4","","-43.9","","-39.2","","57.2","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-13","1964","01","13","","-33.9","","-40.6","","-37.3","","55.3","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-14","1964","01","14","","-33.9","","-39.4","","-36.7","","54.7","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-15","1964","01","15","","-37.2","","-39.4","","-38.3","","56.3","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-16","1964","01","16","","-37.8","","-42.8","","-40.3","","58.3","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-17","1964","01","17","","-38.3","","-43.3","","-40.8","","58.8","","0.0","","0.0","","0.0","T","0.0","T","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-18","1964","01","18","","-37.2","","-42.2","","-39.7","","57.7","","0.0","","0.0","","0.5","","0.8","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-19","1964","01","19","","-39.4","","-42.2","","-40.8","","58.8","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-20","1964","01","20","","-32.8","","-40.0","","-36.4","","54.4","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-21","1964","01","21","","-30.0","","-35.0","","-32.5","","50.5","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-22","1964","01","22","","-31.7","","-34.4","","-33.1","","51.1","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-23","1964","01","23","","-31.1","","-36.7","","-33.9","","51.9","","0.0","","0.0","","0.0","T","0.0","T","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-24","1964","01","24","","-35.6","","-43.3","","-39.5","","57.5","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-25","1964","01","25","","-37.2","","-44.4","","-40.8","","58.8","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-26","1964","01","26","","-25.0","","-40.0","","-32.5","","50.5","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-27","1964","01","27","","-32.2","","-36.1","","-34.2","","52.2","","0.0","","0.0","","0.0","T","0.0","T","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-28","1964","01","28","","-33.9","","-37.2","","-35.6","","53.6","","0.0","","0.0","","0.0","T","0.0","T","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-29","1964","01","29","","-34.4","","-41.1","","-37.8","","55.8","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-30","1964","01","30","","-23.9","","-33.9","","-28.9","","46.9","","0.0","","0.0","","3.6","","3.0","","28","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-01-31","1964","01","31","","-27.2","","-35.0","","-31.1","","49.1","","0.0","","0.0","","0.0","T","0.0","T","30","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-02-01","1964","02","01","","-21.7","","-37.2","","-29.5","","47.5","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-02-02","1964","02","02","","-18.9","","-27.8","","-23.4","","41.4","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-02-03","1964","02","03","","-13.9","","-22.2","","-18.1","","36.1","","0.0","","0.0","","0.0","T","0.0","T","30","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-02-04","1964","02","04","","-16.7","","-25.6","","-21.2","","39.2","","0.0","","0.0","","0.8","","0.8","","30","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-02-05","1964","02","05","","-21.1","","-28.3","","-24.7","","42.7","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-02-06","1964","02","06","","-17.8","","-25.6","","-21.7","","39.7","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-02-07","1964","02","07","","-20.0","","-30.6","","-25.3","","43.3","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"-115.12","67.83","COPPERMINE","2300900","1964-02-08","1964","02","08","","-12.8","","-22.8","","-17.8","","35.8","","0.0","","0.0","","0.0","T","0.0","T","30","","","","",""
